Category,Front,Back,Pronunciation,PartOfSpeech,Difficulty,Example,Tags
Places,Locality,ચોક્કસ વિસ્તાર / લત્તો.,લોકાલિટી,noun,Advanced,Many old families live in this locality.,Places; Around_Town; Advanced
Places,Metropolis,"મોટું, ધમધમતું શહેર / મહાનગર.",મેટ્રોપોલિસ,noun,Advanced,Mumbai is a bustling metropolis.,Places; Around_Town; Advanced
Places,Residential area,મુખ્યત્વે ઘરોવાળો રહેણાંક વિસ્તાર.,રેસિડેન્શિયલ એરિયા,noun phrase,Intermediate,They built a school in the residential area.,Places; Around_Town; Intermediate
Places,Premises,મકાન અને તેની જમીન / મિલકતનો વિસ્તાર.,પ્રેમિસિસ,noun,Advanced,Smoking is not allowed on the premises.,Places; Buildings_&_Their_Parts; Advanced
Places,Lobby,હોટેલ/મકાનનો પ્રવેશખંડ.,લોબી,noun,Intermediate,Let's meet in the hotel lobby at nine.,Places; Buildings_&_Their_Parts; Intermediate
Places,Foyer,પ્રવેશદ્વાર પાસેનો ખંડ / સ્વાગતકક્ષ.,ફોયર,noun,Advanced,We met in the theatre foyer during the interval.,Places; Buildings_&_Their_Parts; Advanced
Places,Corridor,મકાનની અંદરનો માર્ગ / પરસાળ.,કોરિડોર,noun,Intermediate,Her office is at the end of the corridor.,Places; Buildings_&_Their_Parts; Intermediate
Places,Basement,જમીનની નીચેનો માળ / ભોંયરું.,બેઝમેન્ટ,noun,Intermediate,The car park is in the basement.,Places; Buildings_&_Their_Parts; Intermediate
Places,Terrace,મકાનની ઉપરની ખુલ્લી છત / અગાશી.,ટેરેસ,noun,Intermediate,We had dinner on the terrace under the stars.,Places; Buildings_&_Their_Parts; Intermediate
Places,Courtyard,મકાનની વચ્ચે દીવાલોથી ઘેરાયેલું ખુલ્લું આંગણું.,કોર્ટયાર્ડ,noun,Advanced,The old house has a central courtyard.,Places; Buildings_&_Their_Parts; Advanced
Places,Terminal,જ્યાં મુસાફરી શરૂ/પૂરી થાય તે મથક (એરપોર્ટ/બસ).,ટર્મિનલ,noun,Intermediate,Our flight leaves from Terminal 2.,Places; Travel_&_Transit; Intermediate
Places,Junction,જ્યાં રસ્તા કે રેલમાર્ગ મળે તે સ્થળ / સંગમ.,જંક્શન,noun,Intermediate,Turn right at the next junction.,Places; Travel_&_Transit; Intermediate
Places,Platform,સ્ટેશન પર ગાડી પકડવા માટેનો ઉંચો ઓટલો / પ્લેટફોર્મ.,પ્લેટફોર્મ,noun,Intermediate,The train arrives at platform three.,Places; Travel_&_Transit; Intermediate
Places,Depot,બસ/સામાન રાખવાનું મથક / ડેપો.,ડેપો,noun,Advanced,The buses return to the depot at night.,Places; Travel_&_Transit; Advanced
Places,Lodge,રહેવા માટેનું નાનું મકાન (ખાસ ગ્રામ્ય વિસ્તારમાં).,લોજ,noun,Intermediate,We stayed in a cosy lodge in the hills.,Places; Travel_&_Transit; Intermediate
Places,Hostel,મુસાફરો/વિદ્યાર્થીઓ માટેનું સસ્તું રહેઠાણ.,હોસ્ટેલ,noun,Intermediate,Backpackers often stay in a hostel.,Places; Travel_&_Transit; Intermediate
Places,Pharmacy,દવાની દુકાન / કેમિસ્ટ.,ફાર્મસી,noun,Intermediate,I bought the medicine from the pharmacy.,Places; Shops_&_Services; Intermediate
Places,Kiosk,નાનો સ્ટોલ / કેબિન જ્યાં વસ્તુ વેચાય.,કિઓસ્ક,noun,Advanced,I bought a magazine from the kiosk.,Places; Shops_&_Services; Advanced
Places,Outlet,દુકાન / વેચાણકેન્દ્ર (ખાસ બ્રાન્ડનું).,આઉટલેટ,noun,Intermediate,There's a new outlet of that brand in the mall.,Places; Shops_&_Services; Intermediate
Places,Branch,મોટી કંપનીની સ્થાનિક ઓફિસ / શાખા.,બ્રાન્ચ,noun,Intermediate,I opened an account at the local bank branch.,Places; Shops_&_Services; Intermediate
Places,Warehouse,સામાન સંગ્રહવાનું મોટું ગોદામ.,વેરહાઉસ,noun,Intermediate,The goods are kept in a large warehouse.,Places; Shops_&_Services; Intermediate
Places,Boutique,"નાની, ફેશનેબલ દુકાન.",બૂટિક,noun,Advanced,She bought a dress from a designer boutique.,Places; Shops_&_Services; Advanced
Places,Grocer's,કરિયાણાની દુકાન.,ગ્રોસર્સ,noun,Intermediate,I'm going to the grocer's for some milk.,Places; Shops_&_Services; Intermediate
Places,Bustling,"ધમધમતું, ભીડભાડ અને ચહલપહલવાળું.",બસલિંગ,adjective,Advanced,The market was bustling with shoppers.,Places; Describing_Places; Advanced
Places,Quaint,જૂની ઢબનું છતાં આકર્ષક / મનમોહક.,ક્વેઇન્ટ,adjective,Advanced,They stayed in a quaint little village.,Places; Describing_Places; Advanced
Places,Picturesque,ચિત્ર જેવું સુંદર / રમણીય (ખાસ દૃશ્ય).,પિક્ચરેસ્ક,adjective,Advanced,The village sits in a picturesque valley.,Places; Describing_Places; Advanced
Places,Secluded,"એકાંત, લોકોથી દૂર અને શાંત.",સિક્લૂડેડ,adjective,Advanced,We found a secluded beach with no crowds.,Places; Describing_Places; Advanced
Places,Run-down,"જર્જરિત, બિસ્માર હાલતમાં.",રન-ડાઉન,adjective,Intermediate,They bought a run-down house and repaired it.,Places; Describing_Places; Intermediate
Places,Spacious,"વિશાળ, પૂરતી જગ્યાવાળું.",સ્પેશિયસ,adjective,Intermediate,The new flat is bright and spacious.,Places; Describing_Places; Intermediate
Places,Deserted,"સૂનું, માણસો વગરનું / નિર્જન.",ડિઝર્ટેડ,adjective,Intermediate,The streets were deserted late at night.,Places; Describing_Places; Intermediate
Places,A stone's throw away,તદ્દન નજીક / હાથવેંતમાં.,એ સ્ટોન્સ થ્રો અવે,phrase,Advanced,The beach is just a stone's throw away from our hotel.,Places; Location_Phrases; Advanced
Places,Off the beaten track,"મુખ્ય રસ્તાથી દૂર, અજાણ્યું એકાંત સ્થળ.",ઑફ ધ બીટન ટ્રેક,phrase,Advanced,We like holidays off the beaten track.,Places; Location_Phrases; Advanced
Places,In the heart of,ના બરાબર મધ્યમાં / કેન્દ્રમાં.,ઇન ધ હાર્ટ ઑફ,phrase,Intermediate,The hotel is in the heart of the city.,Places; Location_Phrases; Intermediate
Places,Within walking distance,ચાલીને પહોંચાય એટલું નજીક.,વિધિન વોકિંગ ડિસ્ટન્સ,phrase,Intermediate,The market is within walking distance of my house.,Places; Location_Phrases; Intermediate
Places,Miles from anywhere,"દરેક વસ્તીથી દૂર, અતિ દૂરનું.",માઇલ્સ ફ્રોમ એનીવ્હેર,phrase,Advanced,Their farmhouse is miles from anywhere.,Places; Location_Phrases; Advanced
Places,On the doorstep,બારણા આગળ જ / એકદમ નજીક.,ઑન ધ ડોરસ્ટેપ,phrase,Advanced,We have a beautiful park right on our doorstep.,Places; Location_Phrases; Advanced
Places,Skyline,દૂરથી જોતાં શહેરના મકાનો અને અન્ય રચનાઓની રેખાચિત્ર.,સ્કાયલાઇન,noun,Advanced,The city's skyline is dominated by the skyscraper.,Places; Around_Town; Advanced
Places,Plaza,"શહેરમાં ખુલ્લી જગ્યા, ઘણીવાર ઇમારતોથી ઘેરાયેલી અને જાહેર સમારોહ માટે વપરાય છે.",પ્લાઝા,noun,Intermediate,The plaza is a popular spot for street performers.,Places; Around_Town; Intermediate
Places,Waterfront,"શહેર અથવા નગર જ્યાં પાણીના સ્ત્રોત સાથે મળે છે, જેમકે નદી, તળાવ અથવા સમુદ્ર.",વોટરફ્રન્ટ,noun,Advanced,The city's waterfront is a popular spot for walking and cycling.,Places; Around_Town; Advanced
Places,Landmark,"એક નોંધપાત્ર અથવા પ્રખ્યાત ઇમારત, સ્મારક અથવા અન્ય રચના જે સરળતાથી ઓળખી શકાય છે.",લેન્ડમાર્ક,noun,Intermediate,The Eiffel Tower is a famous landmark in Paris.,Places; Around_Town; Intermediate
Places,Pedestrian,"એક વ્યક્તિ જે ચાલી રહ્યો છે, ખાસ કરીને શહેર અથવા નગરમાં.",પેડેસ્ટ્રિયન,noun,Intermediate,The pedestrian crossed the road carefully.,Places; Around_Town; Intermediate
